segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,health_score,anomaly_risk,maintenance_priority
1098,0,1,CADC0894,5,260,53,0.2017891775471698,0.0553712803523233,0.2353110289644822,-1.1784575829149753,0.688292599840082,1,1,1,3,5,0.0016388286408717,0.0012754529889527,1300,265,0.0002129664628935,0.001044741138723,82.18841271167423,17.811587288325768,Low
1099,0,1,CADC0894,5,270,55,0.2134071329090908,0.0566426160644499,0.237997092554615,-1.196112860031468,0.6856998300446929,1,1,1,2,6,0.001265822199214,0.0004481679525471,1350,275,0.0002097874669053,0.0010298657466263,82.14881966344035,17.85118033655965,Low
1100,0,1,CADC0894,5,261,53,0.2217121394339622,0.0529621390041561,0.2301350451455757,-1.3594883437423106,0.589233365102825,1,1,1,1,7,0.0013052448056407,0.0004183589973648,1311,265,0.0002029200728128,0.0009992856415878,82.97563627409329,17.02436372590671,Low
1101,0,1,CADC0894,5,235,48,0.2188495633333333,0.0513007863534433,0.2264967689691032,-1.3170351158093188,0.5534952183653996,1,1,1,2,5,0.001448359720018,0.0007611797318201,1175,240,0.0002183012185252,0.0010687663823634,83.2305368542957,16.769463145704293,Low
1102,0,0,CADC0894,5,275,56,0.2113780367857143,0.0537228046090184,0.2317818038781699,-1.2404562979527476,0.6441366369837643,1,1,1,2,6,0.0010907294471847,0.0002430811867477,1375,280,0.0001953556531237,0.0009593357965896,82.70643052206628,17.293569477933715,Low
1103,0,1,CADC0894,5,250,51,0.2518327,0.0589132881339305,0.2427205968473433,-1.5512038211010328,0.390218780676739,1,1,1,3,4,0.0016312104325182,0.0013545825276421,1250,255,0.0002356531525357,0.00115516251243,82.76432769934732,17.23567230065268,Low
1104,0,1,CADC0894,5,285,58,0.2465020525862069,0.0701151941472038,0.264792738093785,-1.3012241391984831,0.5645665583250877,1,1,1,3,2,0.0014392469090354,0.0008487032082961,1425,290,0.0002460182250779,0.0012088826577104,80.81435671311826,19.185643286881742,Low
1105,0,0,CADC0894,5,287,58,0.2840168031034482,0.0860272074228004,0.2933039505748268,-1.3768446556858231,0.4677268898080498,1,1,1,4,11,0.0013204116954145,0.0001548465451109,1447,290,0.0002997463673268,0.0014832277141862,79.3011132445865,20.698886755413497,Medium
1106,0,1,CADC0894,5,285,58,0.293870161724138,0.0898934510437554,0.2998223658164204,-1.4944291894821502,0.4203713464141894,1,1,1,2,16,0.0013968602318967,0.0001596636746403,1425,290,0.0003154156176973,0.0015498870869613,79.03689553807615,20.963104461923848,Medium
1107,1,1,CADC0894,5,435,88,0.4392512988636364,0.107308252549828,0.3275793835848466,-1.6980839078701928,-0.3320659989231767,1,1,1,2,18,0.002110077400591,0.0005099748749047,2175,440,0.0002466856380455,0.0012194119607935,79.1811745701817,20.818825429818304,Medium
1108,0,1,CADC0894,5,225,46,0.1242570195652174,0.0275740940156054,0.166054491103389,-0.7958643899542257,0.9318635834101866,1,1,1,3,7,0.0010759517204435,0.0004051859601795,1125,230,0.0001225515289582,0.0005994368264262,85.3588874893782,14.641112510621795,Low
1109,0,1,CADC0894,5,210,43,0.1226738697674418,0.0239736162173858,0.154834157140425,-1.0526647995041711,0.7783493272318244,1,1,1,1,7,0.000908479911078,0.0001850220768819,1050,215,0.0001141600772256,0.0005575259585438,86.5417075342468,13.458292465753203,Low
1110,0,1,CADC0894,5,185,38,0.1237801752631579,0.0217613049575772,0.1475171344541956,-1.371130041247458,0.5884232230373078,1,1,1,2,5,0.0014341812166235,0.0016080713337646,925,190,0.0001176286754463,0.0005726659199362,87.44327895658506,12.556721043414939,Low
1111,0,1,CADC0894,5,215,44,0.1063501522727272,0.020833792620605,0.1443391583064175,-0.6350325819213443,1.0204535203067358,1,1,1,3,6,0.0010644245323166,0.0005823606815823,1075,220,9.690136102607e-05,0.0004734952868319,86.12469112301561,13.875308876984391,Low
1112,0,0,CADC0894,5,205,42,0.1264803723809524,0.0206332019988973,0.1436426190199041,-0.8543493547447132,0.8557889794013774,1,1,1,2,11,0.0008460127879791,0.0001916230203832,1025,210,0.0001006497658482,0.0004912667142594,86.79409617148221,13.20590382851779,Low
1113,0,1,CADC0894,5,216,44,0.1104463899999999,0.017353199256987,0.1317315423768621,-0.8999190086939715,0.9085069928385968,1,1,1,2,6,0.0008856136945731,0.0005422056685714,1086,220,8.033888544901401e-05,0.0003943908922042,87.2228095783308,12.777190421669204,Low
1114,0,1,CADC0894,5,190,39,0.1131577307692308,0.0193795526478452,0.1392104617040156,-0.9810697333210312,0.8634137445646084,1,1,1,3,4,0.0019378366723891,0.002926283558613,950,195,0.0001019976455149,0.000496911606355,86.72216137877366,13.277838621226337,Low
1115,0,1,CADC0894,5,205,42,0.1219656521428571,0.0187335082947556,0.136870406935742,-0.7705952227536428,0.8905519695307216,1,1,1,3,5,0.0008236873874904,0.0002008242970387,1025,210,9.138296729149086e-05,0.0004460359117798,86.98905261880701,13.010947381192992,Low
1116,0,0,CADC0894,5,210,43,0.1263420872093023,0.0195759293578246,0.1399140070108231,-1.0338082063697411,0.7833751724552107,1,1,1,1,7,0.0007608929298306,0.0002067401552467,1050,215,9.321871122773648e-05,0.0004552541711122,87.2867759741946,12.713224025805403,Low
1117,0,1,CADC0894,5,195,40,0.1459565245,0.0256562974401617,0.1601758328842454,-1.409056558502187,0.5616183350526626,1,1,1,1,3,0.0016276281496866,0.0016520664941388,975,200,0.0001315707561033,0.000641407436004,86.8612059691968,13.138794030803197,Low
1118,0,1,CADC0894,5,210,43,0.1556395386046511,0.0333883584366959,0.1827248161490275,-1.1126487756262662,0.7343943887757269,1,1,1,3,5,0.0012835560160296,0.000557375641553,1050,215,0.0001589921830318,0.0007764734520161,85.14702238444626,14.85297761555374,Low
1119,0,1,CADC0894,5,240,49,0.1598501081632652,0.0401017974028591,0.2002543317954923,-1.1244708865196789,0.7460524655307917,1,1,1,2,5,0.0012851599748841,0.0006730174336982,1200,245,0.0001670908225119,0.0008184040286297,84.14300307837088,15.856996921629118,Low
1120,0,0,CADC0894,5,220,45,0.1851662646666666,0.0434810697174338,0.2085211493288723,-1.3535601089179916,0.5576154896328243,1,1,1,1,4,0.0014728053389195,0.0007252444636941,1100,225,0.0001976412259883,0.0009662459937207,84.28742135567863,15.712578644321368,Low
1121,0,1,CADC0894,5,215,44,0.1765342497727272,0.0405258727357322,0.2013103890407353,-1.3523027584377736,0.5755867247738757,1,1,1,1,6,0.0013677170186441,0.0003955916109409,1075,220,0.0001884924313289,0.0009210425621757,84.6825188665089,15.3174811334911,Low
1122,0,1,CADC0894,5,220,45,0.148004324,0.0338308655065855,0.1839316870650229,-1.0554326120966937,0.770127354084024,1,1,1,3,5,0.0012128059446798,0.000393425856109,1100,225,0.0001537766613935,0.0007517970112574,84.97217410052173,15.027825899478273,Low
1123,0,0,CADC0894,5,220,45,0.1263320533333333,0.0258813231689282,0.1608767328389294,-1.026368390673112,0.7989694185988464,1,1,1,1,5,0.000942233740369,0.0002875734794511,1100,225,0.0001176423780405,0.000575140514865,86.14915640170288,13.850843598297118,Low
1124,0,1,CADC0894,5,175,36,0.1301511666666666,0.0223359897621388,0.1494522992868925,-1.4555528115520089,0.4939636084471476,1,1,1,2,5,0.0014892034342285,0.0012645571419411,875,180,0.0001276342272122,0.0006204441600594,87.66615072072159,12.333849279278411,Low
1125,0,1,CADC0894,5,210,43,0.0981468223255814,0.0193137167167736,0.1389737986700142,-0.6273900043000489,1.0311572203755612,1,1,1,2,5,0.0010349605933859,0.0005206100480298,1050,215,9.197007960368408e-05,0.0004491562027156,86.36311623929261,13.636883760707391,Low
1126,0,0,CADC0894,5,215,44,0.0994580024999999,0.0177597868883917,0.1332658504208476,-0.788347455223374,0.9158476482101584,1,1,1,2,5,0.0007108456888041,0.0001221818374684,1075,220,8.260365994600802e-05,0.0004036315201907,87.12414909917365,12.87585090082635,Low
1127,0,1,CADC0894,5,200,41,0.1105411587804878,0.0197311004122722,0.1404674354157299,-1.2218488196066646,0.7123475590055027,1,1,1,2,4,0.0012314933040954,0.0013700840453849,1000,205,9.865550206136126e-05,0.0004812463515188,87.41316523097646,12.58683476902354,Low
1128,0,1,CADC0894,5,205,42,0.1718659642857142,0.0416766603528287,0.2041486231960154,-0.9751469036472752,0.7895014360094207,1,1,1,1,9,0.0014836610032069,0.000134987867745,1025,210,0.0002033007822089,0.0009923014369721,83.720415936066,16.279584063933996,Low
1129,0,1,CADC0894,5,215,44,0.2418588977272727,0.0628675026004102,0.2507339279004942,-1.453169242687934,0.4351124165486443,1,1,1,3,6,0.0017972622135865,0.0005501787662933,1075,220,0.0002924069888391,0.001428806877282,82.10649897480042,17.893501025199583,Low
1130,0,1,CADC0894,5,225,46,0.2142123456521739,0.0540797261238042,0.2325504808075102,-1.3405351747324084,0.5311303267054102,1,1,1,2,6,0.0014106744808475,0.0002161913104086,1125,230,0.000240354338328,0.0011756462200827,82.97869347041282,17.02130652958718,Low
1131,0,1,CADC0894,5,205,42,0.2107124464285714,0.0476008933810399,0.2181762896857491,-1.5143489393283474,0.4197090099629351,1,1,1,1,7,0.0014599030874011,0.000184119733811,1025,210,0.0002321994799075,0.0011333546043104,84.23071234951814,15.769287650481857,Low
1132,0,0,CADC0894,5,210,43,0.187144043488372,0.0449069536425417,0.2119126085029906,-1.1926236030504362,0.6558692370583993,1,1,1,3,4,0.0016666389289411,0.0009672511328608,1050,215,0.000213842636393,0.0010443477591288,83.68683854907293,16.31316145092707,Low
1133,0,0,CADC0894,5,205,42,0.1916816695238095,0.0438987404123613,0.2095202625341076,-1.3493385365925854,0.563706740661842,1,1,1,2,3,0.001661747650038,0.0009749423941907,1025,210,0.0002141401971334,0.0010452081050562,84.16534587504057,15.834654124959428,Low
1134,1,1,CADC0894,5,220,21,0.0285457028571428,0.0027802306256092,0.0527278922924982,6.36860453909374,2.8087235736316587,1,1,1,1,2,0.0033779692030725,0.0076860028319158,16100,105,1.2637411934587713e-05,0.0001323919345528,80.7816453447582,19.218354655241797,Low
1135,0,1,CADC0894,5,195,40,0.2029238739999999,0.0398910943857419,0.1997275503923831,-1.3879555304324078,0.4915048786897114,1,1,1,4,8,0.0014744581993674,0.0003986245118968,975,200,0.0002045697147986,0.0009972773596435,85.01004638987854,14.98995361012146,Low
1136,0,1,CADC0894,5,205,42,0.2086640042857142,0.0443382477824824,0.2105664925444751,-1.3706109486867657,0.5188543089012573,1,1,1,3,7,0.0014510187760295,0.0003615618025055,1025,210,0.0002162841355243,0.0010556725662495,84.31168801910425,15.688311980895747,Low
1137,0,1,CADC0894,5,215,44,0.2273274654545454,0.0490941547458239,0.2215720080376218,-1.427021604863266,0.4370234988485548,1,1,1,1,9,0.0013167420879953,0.0001923590114785,1075,220,0.0002283449057945,0.0011157762442232,83.96132142591684,16.038678574083164,Low
1138,0,1,CADC0894,5,215,44,0.2548784047727273,0.0581011146310935,0.2410417279872793,-1.5479481958771972,0.3676301367048711,1,1,1,4,12,0.0015589722969875,0.0002437861976856,1075,220,0.0002702377424702,0.0013204798779793,83.0030264727028,16.9969735272972,Low
1139,0,1,CADC0894,5,225,46,0.2796552180434782,0.0704052426683561,0.2653398625694152,-1.4352681759395485,0.3517694642655073,1,1,1,2,5,0.0016997328182291,0.0004337372591533,1125,230,0.0003129121896371,0.0015305487536599,81.42881029240762,18.57118970759238,Low
1140,0,1,CADC0894,5,245,50,0.2786502455999999,0.0801562315023625,0.2831187586550254,-1.41734252239162,0.4406079040541606,1,1,1,3,11,0.0016830784756392,0.0003137232134972,1225,250,0.0003271682918463,0.0016031246300472,80.0134095440207,19.986590455979297,Low
1141,0,1,CADC0894,5,215,44,0.3219742313636363,0.0795105006988235,0.2819760640530035,-1.5477785298748328,0.1950612065618694,1,1,1,2,7,0.0019819880766979,0.0004386574866921,1075,220,0.0003698162823201,0.0018070568340641,80.79393180189734,19.206068198102656,Low
1142,0,1,CADC0894,5,225,46,0.2930981734782608,0.0749032767672541,0.273684630126089,-1.4824678026084197,0.3313514309806169,1,1,1,3,7,0.0017592562878328,0.0003964719580459,1125,230,0.0003329034522989,0.0016283321036359,80.96098579462907,19.039014205370933,Low
1143,0,1,CADC0894,5,220,45,0.2717618844444444,0.0731494852417835,0.2704616150986744,-1.487269601297868,0.3782150255405814,1,1,1,3,4,0.0020079703152804,0.0008690995101497,1100,225,0.0003324976601899,0.001625544116484,80.97337766569089,19.02662233430911,Low
1144,0,1,CADC0894,5,220,45,0.2547181328888889,0.0651486667014556,0.2552423685469471,-1.4649374883266362,0.375778659063553,1,1,1,1,3,0.0017851569320196,0.0006129992452995,1100,225,0.0002961303031884,0.0014477481489212,81.99558654343856,18.004413456561437,Low
1145,0,1,CADC0894,5,215,44,0.2399835845454545,0.0587814972941038,0.2424489581212999,-1.509409281484691,0.4161021993743364,1,1,1,1,9,0.0016021747268065,0.0002198164636076,1075,220,0.0002734023129958,0.0013359431203205,82.75385757196835,17.246142428031646,Low
1146,0,1,CADC0894,5,205,42,0.2298076757142857,0.0559401507881876,0.2365167029792771,-1.3866767194337035,0.4603706220310977,1,1,1,2,4,0.0018088637719881,0.0007268753179504,1025,210,0.0002728787843326,0.0013319083520997,82.86745369271313,17.132546307286873,Low
1147,0,1,CADC0894,5,220,45,0.2162670511111111,0.0529750856568362,0.2301631718082548,-1.3849572633879816,0.4985929230925803,1,1,1,2,8,0.0013881062638227,0.0001652177565093,1100,225,0.0002407958438947,0.0011772241257074,83.24360925019751,16.75639074980249,Low
1148,0,1,CADC0894,5,225,46,0.2209572882608695,0.0552133413479726,0.2349751930480591,-1.4597882603752592,0.4714169022878874,1,1,1,1,10,0.0014220076752913,0.0001544250869224,1125,230,0.0002453926282132,0.0012002900293037,83.06269777155242,16.937302228447578,Low
1149,0,1,CADC0894,5,240,49,0.3319349655102041,0.1680938173986113,0.4099924601728809,-1.0648133427309296,0.7589704516518769,1,1,1,1,8,0.0045286232504212,0.0003984546395612,1200,245,0.0007003909058275,0.0034304860693594,69.024641106379,30.975358893621006,Medium
1150,0,1,CADC0894,5,265,54,0.378057962962963,0.2394401943382209,0.4893262657350624,-0.8200214203417562,0.8693407469739924,1,1,1,1,4,0.0061721572135471,0.0014102484212307,1325,270,0.000903547903163,0.00443407767293,61.3617135594932,38.6382864405068,Medium
1151,0,1,CADC0894,5,240,49,0.3552066020408164,0.2077407711882638,0.4557858830506534,-0.8541982618280426,0.8631890190109527,1,1,1,1,2,0.0058919897457229,0.0004113452806046,1200,245,0.0008655865466177,0.0042396075752706,64.50784525368556,35.49215474631444,Medium
1152,1,1,CADC0894,5,320,65,0.4541684613846155,0.1881480129579487,0.433760317408069,-1.8588134788229729,0.1254413191886094,1,1,1,2,3,0.0042276400468654,0.0008685887829187,1600,325,0.0005879625404935,0.0028945848147376,69.25829608169818,30.741703918301823,Medium
1153,0,1,CADC0894,5,215,44,0.2549064340909091,0.1144038702502254,0.3382364117747015,-1.0007254736784716,0.8309298439342435,1,1,1,1,3,0.0048000331089074,0.0015800153461633,1075,220,0.0005321110244196,0.0026000879602323,74.25342948507543,25.74657051492457,Medium
1154,0,1,CADC0894,5,200,41,0.2548970243902439,0.1185440856234384,0.3443023171915031,-0.9034945841171012,0.8771982713353376,1,1,1,1,3,0.0057857977027999,0.0018248263028717,1000,205,0.0005927204281171,0.0028913191615472,73.4484924414335,26.5515075585665,Medium
1155,0,1,CADC0894,5,215,44,0.2284386968181818,0.1069560144029434,0.3270413038179481,-0.5748468141665657,1.03691545012979,1,1,1,1,2,0.0046381465193191,0.0005597730334061,1075,220,0.0004974698344322,0.0024308185091578,74.35133364418874,25.648666355811258,Medium
1156,0,0,CADC0894,5,205,42,0.2322993407142857,0.1009791093715229,0.31777210288432,-0.8117921945419551,0.9270579210440056,1,1,1,1,4,0.0044990126288885,0.0007217096227664,1025,210,0.0004925810213245,0.0024042645088457,75.45782543841378,24.542174561586222,Medium
1157,0,1,CADC0894,5,200,41,0.2451616658536585,0.098893877308808,0.3144739692070046,-1.0254237235266463,0.8114717890239227,1,1,1,1,7,0.004057129256264,0.0004595145258825,1000,205,0.000494469386544,0.0024120457880197,76.2139192235439,23.786080776456103,Medium
1158,0,0,CADC0894,5,225,46,0.2288256904347826,0.1014908032292991,0.3185762125917425,-0.7082596695592289,0.9794201520761318,1,1,1,1,4,0.0038428514245237,0.0004297279746319,1125,230,0.0004510702365746,0.0022063218093325,75.3258726102833,24.674127389716702,Medium
1159,0,1,CADC0894,5,190,39,0.2679335046153846,0.1130102325811946,0.3361699459814851,-1.0139278964001828,0.7942815975456751,1,1,1,1,2,0.004894841238718,0.000522371186436,950,195,0.0005947906977957,0.0028976982713126,74.55739686763081,25.442603132369186,Medium
1160,0,1,CADC0894,5,230,47,0.2256087138297872,0.103211992144625,0.3212662324998148,-0.5497859235054348,1.0480229763794515,1,1,1,1,3,0.0041595043682142,0.0008794581886045,1150,235,0.0004487477919331,0.0021959998328643,74.78294713549205,25.21705286450795,Medium
1161,0,1,CADC0894,5,195,40,0.277833734,0.1050796342705981,0.3241598899780757,-1.1073730104424735,0.7372257293475085,1,1,1,1,2,0.0044082595727991,0.0007222614205399,975,200,0.0005388699193364,0.0026269908567649,75.7048894514362,24.295110548563798,Medium
1162,0,1,CADC0894,5,235,48,0.248648635,0.0942122776521769,0.3069401857889854,-0.7806617544978467,0.947211739428416,1,1,1,2,3,0.0039080797446464,0.0017763310852918,1175,240,0.0004009033091581,0.0019627557844203,76.18547488956318,23.81452511043682,Medium
1163,1,1,CADC0894,5,225,23,0.058783464347826,0.0017047618719236,0.0412887620536583,-1.676428010653943,-0.0404633188625185,1,1,1,1,1,0.0004021197422514,0.0007213289377808,14925,115,7.576719430771626e-06,7.41200813879833e-05,94.2180258410619,5.781974158938098,Low
1164,0,1,CADC0894,5,200,41,0.3197443021951219,0.1036171565316648,0.321896189060487,-1.0251352502263444,0.7498698733713326,1,1,1,1,5,0.0046652457768052,0.0009048363396295,1000,205,0.0005180857826583,0.0025272477202845,75.73643590715409,24.26356409284591,Medium
1165,0,1,CADC0894,5,210,43,0.3079936972093023,0.1053690908532156,0.3246060548622217,-0.8120965278186154,0.8630135212754183,1,1,1,1,5,0.0042580390822353,0.0004661691516158,1050,215,0.0005017575754915,0.0024504439733305,75.20691642032611,24.79308357967389,Medium
1166,0,0,CADC0894,5,200,41,0.2871995214634146,0.0978704937857128,0.3128426022550523,-0.9961783333108708,0.7795692445404092,1,1,1,1,5,0.0039645049034948,0.0004652601511762,1000,205,0.0004893524689285,0.0023870852142856,76.4193669918948,23.580633008105195,Medium
1167,0,1,CADC0894,5,230,47,0.2233631938297872,0.0802844917467529,0.2833451812661598,-0.6215524200700342,1.01623499573158,1,1,1,1,5,0.0030338645543846,0.0003333730623725,1150,235,0.0003490630075945,0.0017081806754628,77.74017528285027,22.259824717149726,Medium
1168,0,0,CADC0894,5,215,44,0.2136711827272727,0.0771357269792342,0.2777331938736064,-0.8100082080738122,0.9268728301841808,1,1,1,1,7,0.0030068108866081,0.0003551482025021,1075,220,0.0003587708231592,0.0017530847040735,78.46340623660743,21.536593763392574,Medium
1169,0,1,CADC0894,5,235,48,0.173880518125,0.0661970945228879,0.2572879603146792,-0.4484799828174677,1.1078817109846746,1,1,1,1,5,0.0026129109714582,0.0003187825001371,1175,240,0.0002816897639271,0.0013791061358934,79.1580328363549,20.841967163645094,Medium
1170,0,0,CADC0894,5,205,42,0.1919683685714285,0.0706265728759042,0.265756604576263,-0.8052094659750324,0.9385077793737404,1,1,1,1,3,0.0033493574799249,0.0008765826126163,1025,210,0.0003445198676873,0.0016815850684739,79.1227680799198,20.877231920080206,Medium
1171,0,1,CADC0873,5,775,156,-1.4977944224358971e-05,2.7684092701316905e-10,1.663853740606935e-05,-1.451591239317861,0.1705019394125655,1,1,1,40,48,6.85480128946394e-13,6.628469553734424e-13,3875,780,3.572140993718311e-13,1.774621327007494e-12,95.03588401800197,4.9641159819980345,Low
1172,0,1,CADC0873,5,525,106,4.837359070754717e-06,2.21513841290424e-10,1.4883341066118991e-05,-1.472772931547792,0.2142186744309811,1,1,1,29,33,1.0758399315159706e-12,8.30480999260085e-13,2625,530,4.219311262674745e-13,2.0897532197209813e-12,94.92278793730841,5.077212062691586,Low
1173,0,1,CADC0873,5,495,100,4.28058668e-06,4.66443042078764e-10,2.1597292471019696e-05,-1.407867945843621,0.1476467888156948,1,1,1,20,34,2.186677572844977e-12,7.91717729876564e-13,2475,500,9.42309175916695e-13,4.66443042078764e-12,95.07842233164145,4.921577668358552,Low
1174,0,1,CADC0873,5,525,106,-5.220210990566038e-06,5.530914399005239e-10,2.3517896162295724e-05,-1.3949687298837925,0.1828492988790829,1,1,1,19,33,2.1971856884172453e-12,7.40440257253351e-13,2625,530,1.0535075045724264e-12,5.217843772646452e-12,94.97214494004088,5.027855059959123,Low
1175,0,1,CADC0873,5,620,125,-1.3272363110399998e-05,3.728525672238841e-10,1.930939064869433e-05,-1.3785802705507588,0.2449754959262584,1,1,1,29,40,1.1819689723830878e-12,6.24833336707645e-13,3100,625,6.013751084256195e-13,2.982820537791073e-12,94.7880412616447,5.211958738355307,Low
1176,0,0,CADC0873,5,515,104,2.6676479711538464e-05,2.1459011552317967e-10,1.4648894686056683e-05,-1.16718388400274,-0.2131602487615853,1,1,1,25,30,8.261627297785086e-13,7.120211177682813e-13,2575,520,4.166798359673393e-13,2.06336649541519e-12,95.97931759226921,4.0206824077307886,Low
1177,0,0,CADC0873,5,505,102,2.58719924509804e-05,9.97434205182773e-11,9.987162786210972e-06,-1.179389956539014,-0.2052781926310764,1,1,1,27,34,4.81455229862151e-13,5.305745306217906e-13,2525,510,1.975117237985689e-13,9.778766717478166e-13,95.96329341082964,4.036706589170365,Low
1178,0,1,CADC0873,5,670,135,1.4095842966148148e-05,1.4029330531797829e-10,1.1844547493170785e-05,-0.9646031500191876,-0.4542929625355592,1,1,1,42,46,4.207009879943668e-13,6.643559862827437e-13,3350,675,2.0939299301190803e-13,1.0392096690220616e-12,96.56030449124508,3.439695508754923,Low
1179,0,1,CADC0873,5,615,124,7.808766379032256e-06,2.43858580351483e-10,1.5615971963073034e-05,-1.4291123166956614,0.2537273358961037,1,1,1,35,42,8.878429920555895e-13,7.415288075329442e-13,3075,620,3.965180168316799e-13,1.966601454447444e-12,94.78884348715752,5.211156512842479,Low
1180,0,1,CADC0873,5,600,121,8.891236694214877e-07,3.6714548407584277e-10,1.9161040787907186e-05,-1.4362106492130058,0.1270339549691564,1,1,1,36,40,1.257607015610022e-12,7.16262241097676e-13,3000,605,6.119091401264047e-13,3.034260198973908e-12,95.15117547009581,4.848824529904192,Low
1181,0,1,CADC0873,5,530,107,4.377031121495327e-06,8.021137809115049e-10,2.8321613317597303e-05,-1.3362806432018086,0.0561059223506037,1,1,1,19,33,2.6644375178947186e-12,7.721233946957461e-13,2650,535,1.5134222281349149e-12,7.496390475808457e-12,95.30141383751433,4.698586162485668,Low
1182,0,0,CADC0873,5,615,124,-1.4806638927419354e-05,2.95305302734973e-10,1.718444944520985e-05,-1.375998854666451,0.0215663017221021,1,1,1,37,39,9.418430707650773e-13,7.757546437580771e-13,3075,620,4.801712239593059e-13,2.3814943768949442e-12,95.41962795180038,4.580372048199621,Low
1183,1,0,CADC0873,5,484,73,-3.483687068493151e-06,4.1366680665369614e-10,2.033880052150805e-05,-1.1187194084150298,-0.3538341250313752,2,1,1,1,6,1.7154743485767584e-11,3.158558577629212e-11,17928,365,8.546834848216867e-13,5.666668584297209e-12,96.35317115166067,3.646828848339325,Low
1184,0,0,CADC0873,5,432,87,-1.7754537586206897e-05,5.593950657638383e-11,7.479271794525442e-06,-0.3341481487616362,-0.7107633780122471,1,1,1,25,29,5.486589178550567e-13,8.011322910038748e-13,2200,435,1.2948959855644405e-13,6.429828342113084e-13,96.96908456341862,3.030915436581381,Low
1185,0,1,CADC0873,5,465,94,-2.073752792978724e-05,2.76611990319224e-10,1.663165627107607e-05,-1.2724178438826792,-0.1286152097177212,1,1,1,24,29,1.3669049355970417e-12,9.041786087455828e-13,2361,470,5.948644953101592e-13,2.942680748076852e-12,95.79282624655502,4.207173753444977,Low
1186,1,1,CADC0873,5,835,160,5.522882461687501e-07,4.16842960146881e-10,2.04167323572329e-05,-1.023088408250943,0.3349471162028714,2,2,1,2,3,4.9266617053563635e-11,1.431265498473457e-10,5975,800,4.992131259244084e-13,2.6052685009180067e-12,94.35394383250282,5.6460561674971785,Low
1187,0,1,CADC0873,5,500,101,1.353925053960396e-05,1.9618387881041743e-10,1.4006565560851006e-05,-1.3967328680885132,0.0047107458427755,1,1,1,28,33,9.174530776807254e-13,6.58101091202029e-13,2500,505,3.923677576208349e-13,1.9424146416873016e-12,95.47792632780155,4.522073672198445,Low
1188,0,1,CADC0873,5,725,146,-1.0065025890410944e-07,4.71471652241636e-10,2.171339798929768e-05,-1.1615266081080389,-0.2311894441571073,1,1,1,35,48,7.599421524277867e-13,4.347119621277439e-13,3625,730,6.503057272298431e-13,3.2292578920660017e-12,96.02730884396594,3.9726911560340596,Low
1189,1,0,CADC0873,5,870,175,1.7082065914285715e-05,9.821752556425152e-11,9.910475546826776e-06,-0.5491065799633299,-0.4288631144022721,19,5,2,20,21,6.582765186853374e-11,1.9545278953215686e-10,4350,875,1.1289370754511669e-13,5.612430032242944e-13,96.27887287633087,3.7211271236691346,Low
1190,0,0,CADC0873,5,460,93,-1.0013619688172044e-06,9.423433992441678e-10,3.069761227268609e-05,-1.471300480643183,0.1110217933341599,1,1,1,6,9,5.461243886769675e-12,3.3757103623635735e-12,2300,465,2.0485726070525386e-12,1.0132724723055568e-11,95.21385213225669,4.78614786774331,Low
1191,0,1,CADC0873,5,400,81,-7.543322086419753e-06,6.934569419526643e-10,2.633357062672406e-05,-1.4654707828333875,0.0826458925803019,1,1,1,15,26,4.367555060005213e-12,8.348994786904217e-13,2000,405,1.733642354881661e-12,8.561196814230423e-12,95.29142906954038,4.708570930459615,Low
1192,1,1,CADC0873,5,456,92,-2.436841717391304e-06,3.2484744647154807e-10,1.802352480708333e-05,-0.7937499091808826,0.0148371308138016,1,1,1,4,12,4.817813928108371e-12,3.5959111826264696e-12,2286,460,7.123847510340969e-13,3.530950505125524e-12,95.14513633844076,4.854863661559236,Low
1193,0,1,CADC0873,5,310,63,3.6311094920634927e-06,5.816882978982862e-10,2.4118215064516822e-05,-1.4067721665600754,0.0341698031702652,1,1,1,10,20,6.411670268271057e-12,1.219976960654056e-12,1550,315,1.876413864188021e-12,9.233147585687088e-12,95.3992199196415,4.600780080358504,Low
1194,0,0,CADC0873,5,285,58,-1.943617735172414e-06,4.16769327232272e-10,2.041492902834276e-05,-1.4636675726816089,-0.0505811929795342,1,1,1,5,16,5.195671324103369e-12,5.003933031902537e-13,1425,290,1.462348516604463e-12,7.185678055728827e-12,95.66808288027421,4.331917119725787,Low
1195,0,1,CADC0873,5,266,54,1.2352353148148144e-06,2.230656680807624e-10,1.49353830911953e-05,-1.3529593307072183,-0.0594054475413641,1,1,1,10,18,3.227871339440499e-12,7.27272925041015e-13,1336,270,8.385927371457237e-13,4.130845705199304e-12,95.63744241826089,4.362557581739111,Low
1196,0,1,CADC0873,5,281,57,-6.719469719298246e-06,2.534836296755511e-10,1.592116923079304e-05,-1.441404472554171,0.0631407962504086,1,1,1,11,19,3.3670705991402654e-12,9.052947565509028e-13,1425,285,9.020769739343456e-13,4.4470812223780895e-12,95.33487852841425,4.665121471585749,Low
